,expert_name,startup_name,How well can team execute their presented plans ?,How strong is the team composition in terms of its complementary skills and completeness of critical functions ?,How high did you sense was the passion of the founder/founding team ?,How high is the clarity and understanding of the team re: different customer personas ?,How unique & differentiated is the value proposition ?,How large is the absolute market opportunity for the venture ?,How impressive is the early stage traction and adoption of the product in the market ?,How high is the competitive index given direct competition & available alternatives for the proposed offering by the venture ?,How high is the strength of revenue projection in the business model ?,How lucrative does the exit potential for this business appears with either of the possible ways viz: potential trade sales or M&A with big Cos or IPO etc. ?,How high is trend momentum for the domain that startup is active in with its offerings ?,How relevant do the metrics and milestones of of this business model appear ?,How high is the defensibility of the solution from technology or any operating leverage point of view ?,How high is the business momentum and pipeline of business ?,How high are the chances for the business to extend beyond its currently served markets ?,How high is the competitive advantage for this business ?,How high are the chances for the business to extend beyond its currently served geographies ?,Founding team,Technology,Marketing,Biz dev,Advisors,Potential Execution Risks,Revenue Risks,Competitive Advantage,Overall Assessment
75,Shyam Ayengar,Cashtrack,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,-0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1,1,0,1,1,0.7383500000000001,0.8062,0.0,0.5
76,Shyam Ayengar,The Liquidity Marketplace,0.3333333333333333,-0.0,0.3333333333333333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,1.0,0.3333333333333333,-0.0,-0.0,0.3333333333333333,0.3333333333333333,1,1,1,0,1,0.5,0.86345,0.5,1.0
77,Shyam Ayengar,Nascor Technologies Private Limited,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,-0.0,0.3333333333333333,-0.0,0,1,1,1,1,0.93225,0.6909,1.0,0.5
78,Shyam Ayengar,EZkirana,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,1,0,1,0.9861500000000001,0.5,1.0,0.5
79,Shyam Ayengar,Mindler,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.0,0.3333333333333333,-0.0,1.0,0.3333333333333333,0.6666666666666666,-0.0,0.6666666666666666,-0.0,1,1,1,0,1,0.70095,0.5,1.0,0.5
80,Shyam Ayengar,Asisten,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0,1,1,0,1,0.58005,0.436,0.5,0.0
81,Shyam Ayengar,mayowish,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,1,0,0,1,0.2965,0.436,0.0,0.0
82,Shyam Ayengar,Korgen Technologies P Limited,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,1,0,1,0.71075,0.67,0.5,0.5
83,Nandini Das Ghoshal,EZkirana,0.3333333333333333,0.3333333333333333,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,1,0,1,1,1,0.8714999999999999,0.57655,1.0,1.0
84,Nandini Das Ghoshal,Holxo,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1,0,1,1,1,0.92405,0.76335,1.0,0.5
85,Ramm,Savvy Analytics,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,1,1,1,0.3409,0.27849999999999997,0.0,0.0
86,Madhulika Sachdeva,"Bellatrix Aerospace Pvt. Ltd, India",0.6666666666666666,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.0,1.0,0.6666666666666666,0.6666666666666666,-0.0,0.6666666666666666,0.3333333333333333,1,1,0,0,0,0.18755,0.5,0.5,1.0
87,Ramm,MagoGenie.com,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0,-0.0,-0.0,-0.0,1.0,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333,-0.0,1,1,1,1,0,0.8404,0.9037,0.5,1.0
88,Ramm,iDoo,-0.0,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,-0.0,1.0,0.5,-0.0,1.0,-0.0,-0.0,-0.0,1,1,1,1,0,0.8243,0.7553000000000001,0.5,1.0
89,Nandini Das Ghoshal,YuMiGo,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0,1,1,1,1,0.55135,0.5,1.0,0.5
90,Ramm,NeedyBee,0.3333333333333333,0.6666666666666666,-0.0,-0.0,-0.0,0.6666666666666666,1.0,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.0,0,1,1,1,1,0.91885,0.5,1.0,1.0
91,Ramm,Minutes Apps,-0.0,0.3333333333333333,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.0,-0.0,0.5,-0.0,0.3333333333333333,-0.0,-0.0,-0.0,1,0,1,1,0,0.6591,0.5,0.5,1.0
92,Ramm,Grant Uncle,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,-0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,0,0,0,0,0.7859499999999999,0.352,0.5,0.0
93,Ramm,Inito,0.3333333333333333,-0.0,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,1.0,-0.0,0.3333333333333333,1.0,-0.0,0.3333333333333333,-0.0,-0.0,-0.0,1,1,1,0,1,0.5,0.5,0.5,1.0
94,,,,,,,,,,,,,,0.0,,,,,,1,1,1,1,1,0.0,0.0,0.5,0.5
95,David Ng,SoVou,0.3333333333333333,0.6666666666666666,-0.0,-0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,0,1,0.5,0.352,1.0,0.5
96,paresh gupta,pets.id,0.3333333333333333,-0.0,-0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,1,1,0.1452,0.5,1.0,1.0
97,paresh gupta,Eco homes,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0,1,0,1,1,0.2798,0.33935000000000004,0.0,0.0
98,paresh gupta,good ed technologies,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0,1,1,1,0.81845,0.44865,0.5,1.0
99,paresh gupta,diplomazee,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,1,0,1,0.55135,0.44865,1.0,0.5
100,paresh gupta,growth party,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,1,0,1,0.7202,0.5,1.0,0.5
101,paresh gupta,LEXiS,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,1,1,0.5,0.5,1.0,1.0
102,Jawahar Kanjilal,Grant uncle,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1,0,1,1,1,0.61315,0.61315,0.5,0.5
103,Jawahar Kanjilal,Mayowish,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,1,1,1,0.5,0.39885,0.0,0.0
104,Jawahar Kanjilal,TwigMe,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0.4449,0.7294,0.5,0.5
105,Jawahar Kanjilal,CommunityZapp,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0,1,1,1,1,0.5,0.5,0.0,0.0
106,Jawahar Kanjilal,Yellow Messenger,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,-0.0,-0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.0,-0.0,1.0,-0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.0,1,1,1,0,1,0.5,0.5,0.5,1.0
107,Jawahar Kanjilal,Pets.id,0.3333333333333333,0.3333333333333333,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.7202,0.5,1.0,0.5
108,Jawahar Kanjilal,Korgen,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,1,1,1,0.5,0.5,0.0,0.0
109,Aalok,Learney,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1,0,0,1,1,0.028799999999999992,0.18070000000000003,0.5,0.0
110,Aalok,MataVR,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1,1,0,0,1,0.5386,0.9600500000000001,0.5,0.5
111,Aalok,Kaijuden,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1,0,0,0,0,0.6487499999999999,0.26165,0.0,0.0
112,Aalok,Hungry bags,-0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,0,1,0.8302499999999999,0.8243,1.0,1.0
